"date","geography","geography code","Passports held: Total: All usual residents; measures: Value","Passports held: Europe; measures: Value","Passports held: Europe: United Kingdom; measures: Value","Passports held: Europe: Ireland; measures: Value","Passports held: Europe: Other Europe; measures: Value","Passports held: Europe: Other Europe: EU Member countries; measures: Value","Passports held: Europe: Other Europe: EU Member countries: France; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Germany; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Italy; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Portugal; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Spain; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Lithuania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Poland; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Romania; measures: Value","Passports held: Europe: Other Europe: EU Member countries: Other EU countries; measures: Value","Passports held: Europe: Other Europe: Rest of Europe; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Passports held: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Passports held: Africa; measures: Value","Passports held: Africa: North Africa; measures: Value","Passports held: Africa: Central and Western Africa; measures: Value","Passports held: Africa: Central and Western Africa: Ghana; measures: Value","Passports held: Africa: Central and Western Africa: Nigeria; measures: Value","Passports held: Africa: Central and Western Africa: Other Central and Western Africa; measures: Value","Passports held: Africa: South and Eastern Africa; measures: Value","Passports held: Africa: South and Eastern Africa: Kenya; measures: Value","Passports held: Africa: South and Eastern Africa: Somalia; measures: Value","Passports held: Africa: South and Eastern Africa: South Africa; measures: Value","Passports held: Africa: South and Eastern Africa: Zimbabwe; measures: Value","Passports held: Africa: South and Eastern Africa: Other South and Eastern Africa; measures: Value","Passports held: Middle East and Asia; measures: Value","Passports held: Middle East and Asia: Middle East; measures: Value","Passports held: Middle East and Asia: Middle East: Iran; measures: Value","Passports held: Middle East and Asia: Middle East: Iraq; measures: Value","Passports held: Middle East and Asia: Middle East: Other Middle East; measures: Value","Passports held: Middle East and Asia: Eastern Asia; measures: Value","Passports held: Middle East and Asia: Eastern Asia: China; measures: Value","Passports held: Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China); measures: Value","Passports held: Middle East and Asia: Eastern Asia: Japan; measures: Value","Passports held: Middle East and Asia: Eastern Asia: Other Eastern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia; measures: Value","Passports held: Middle East and Asia: Southern Asia: Afghanistan; measures: Value","Passports held: Middle East and Asia: Southern Asia: Bangladesh; measures: Value","Passports held: Middle East and Asia: Southern Asia: India; measures: Value","Passports held: Middle East and Asia: Southern Asia: Pakistan; measures: Value","Passports held: Middle East and Asia: Southern Asia: Sri Lanka; measures: Value","Passports held: Middle East and Asia: Southern Asia: Other Southern Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia; measures: Value","Passports held: Middle East and Asia: South-East Asia: Malaysia; measures: Value","Passports held: Middle East and Asia: South-East Asia: Philippines; measures: Value","Passports held: Middle East and Asia: South-East Asia: Singapore; measures: Value","Passports held: Middle East and Asia: South-East Asia: Other South-East Asia; measures: Value","Passports held: Middle East and Asia: Central Asia; measures: Value","Passports held: The Americas and the Caribbean; measures: Value","Passports held: The Americas and the Caribbean: North America; measures: Value","Passports held: The Americas and the Caribbean: North America: Canada; measures: Value","Passports held: The Americas and the Caribbean: North America: United States; measures: Value","Passports held: The Americas and the Caribbean: Central America; measures: Value","Passports held: The Americas and the Caribbean: South America; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean: Jamaica; measures: Value","Passports held: The Americas and the Caribbean: The Caribbean: Other Caribbean; measures: Value","Passports held: Antarctica and Oceania; measures: Value","Passports held: Antarctica and Oceania: Australasia; measures: Value","Passports held: Antarctica and Oceania: Australasia: Australia; measures: Value","Passports held: Antarctica and Oceania: Australasia: New Zealand; measures: Value","Passports held: Antarctica and Oceania: Other Antarctica and Oceania; measures: Value","Passports held: British Overseas Territories; measures: Value","Passports held: No passport held; measures: Value"
2021,"Barnet 040","E02000063",7578,6682,4863,125,1694,1607,65,43,240,79,126,26,236,203,589,87,11,76,156,34,86,7,69,10,36,2,0,9,1,24,329,102,36,16,50,39,15,4,13,7,73,7,2,46,14,4,0,106,17,70,5,14,9,84,37,10,27,1,44,2,2,0,14,14,11,3,0,0,313
2021,"Barnet 041","E02000064",6672,5876,4647,124,1105,1023,64,32,152,118,88,34,114,99,322,82,33,49,82,21,35,6,24,5,26,5,3,13,3,2,328,66,31,5,30,53,14,1,18,20,125,2,2,100,10,8,3,83,6,67,4,6,1,104,40,12,28,3,48,13,5,8,17,9,5,4,8,0,265
2021,"Barnet 042","E02006953",9165,7115,4976,77,2062,1868,67,71,183,200,105,42,240,461,499,194,42,152,239,63,136,32,93,11,40,7,0,16,4,13,1048,120,69,9,42,370,235,64,26,45,380,42,9,246,39,35,9,144,57,50,8,29,34,168,40,12,28,19,104,5,2,3,19,18,13,5,1,0,576
2021,"Barnet 043","E02006954",10109,8737,6304,137,2296,2155,68,56,162,171,79,46,214,878,481,141,39,102,139,34,70,17,49,4,35,7,2,4,0,22,689,59,28,5,26,182,103,33,18,28,287,53,11,160,28,27,8,151,53,70,5,23,10,108,43,22,21,1,51,13,8,5,12,12,5,7,0,1,423
2021,"Bexley 001","E02000065",8065,6277,5229,89,959,924,24,71,157,57,51,80,62,153,269,35,5,30,783,5,733,58,642,33,45,2,0,9,13,21,120,1,0,1,0,18,16,0,1,1,66,0,11,16,8,3,28,35,12,13,0,10,0,50,14,0,14,1,11,24,18,6,2,2,1,1,0,1,832
2021,"Bexley 002","E02000066",9431,7432,6260,77,1095,1050,36,69,98,37,79,107,177,181,266,45,11,34,641,9,584,104,436,44,48,6,0,3,20,19,180,3,0,1,2,40,37,0,2,1,107,11,8,41,8,7,32,25,6,9,0,10,5,50,9,1,8,2,20,19,17,2,4,4,2,2,0,0,1124
2021,"Bexley 003","E02000067",10228,8350,6879,75,1396,1352,59,29,102,93,46,163,215,315,330,44,8,36,408,5,351,34,300,17,52,1,0,19,18,14,253,4,2,2,0,28,15,5,8,0,187,0,12,135,7,11,22,34,4,11,0,19,0,51,7,5,2,2,30,12,6,6,9,9,2,7,0,0,1157
2021,"Bexley 004","E02000068",8179,6443,5609,54,780,743,21,35,94,39,14,72,111,127,230,37,7,30,417,7,365,45,297,23,45,2,0,9,13,21,234,5,3,1,1,13,10,1,1,1,210,11,6,151,17,14,11,6,0,1,0,5,0,39,7,4,3,0,15,17,11,6,9,9,4,5,0,0,1037
2021,"Bexley 005","E02000069",7215,6101,5478,85,538,521,19,15,27,37,36,65,72,105,145,17,7,10,205,3,180,23,151,6,22,2,0,5,8,7,171,0,0,0,0,17,14,2,1,0,142,0,3,87,19,8,25,8,2,3,0,3,4,39,14,0,14,1,17,7,4,3,5,5,2,3,0,0,694
2021,"Bexley 006","E02000070",8108,7179,6624,65,490,469,19,22,42,33,7,52,57,106,131,21,4,17,115,9,94,11,76,7,12,0,0,4,4,4,121,0,0,0,0,11,6,0,3,2,95,0,5,60,5,12,13,12,2,1,1,8,3,28,9,0,9,0,11,8,2,6,7,7,5,2,0,0,658
2021,"Bexley 007","E02000071",7669,6566,6122,61,383,364,21,19,26,16,21,46,45,71,99,19,1,18,87,4,74,5,62,7,9,0,0,1,3,5,114,1,0,0,1,3,1,0,1,1,102,0,3,80,1,9,9,8,0,3,0,5,0,21,11,3,8,0,7,3,3,0,6,6,3,3,0,0,875
2021,"Bexley 008","E02000072",12920,10388,9258,100,1030,987,58,46,95,36,31,110,135,166,310,43,5,38,615,8,539,45,469,25,68,11,1,7,23,26,235,11,1,5,5,30,28,0,0,2,177,5,23,75,18,15,41,16,6,3,1,6,1,48,9,2,7,1,17,21,12,9,10,10,6,4,0,0,1624
2021,"Bexley 009","E02000073",10729,9716,9214,90,412,393,52,11,42,21,11,29,54,74,99,19,7,12,57,0,49,0,46,3,8,0,0,6,0,2,212,0,0,0,0,20,19,0,1,0,175,0,0,109,15,16,35,15,3,4,0,8,2,32,19,12,7,0,8,5,2,3,2,2,2,0,0,0,710
2021,"Bexley 010","E02000074",8861,7241,6704,81,456,432,18,19,38,18,7,72,90,70,100,24,5,19,209,10,175,31,136,8,24,3,0,6,10,5,103,1,0,1,0,13,9,0,4,0,86,0,5,45,10,4,22,3,0,1,0,2,0,33,11,5,6,2,9,11,7,4,5,5,5,0,0,0,1270
2021,"Bexley 011","E02000075",7978,7191,6908,68,215,199,13,7,20,10,11,24,20,49,45,16,3,13,46,1,34,3,28,3,11,1,0,4,0,6,132,0,0,0,0,22,13,2,6,1,98,0,4,78,1,7,8,12,3,8,0,1,0,11,2,0,2,0,6,3,2,1,8,8,7,1,0,0,590
2021,"Bexley 013","E02000077",8140,7125,6586,61,478,444,15,15,32,28,17,41,63,98,135,34,4,30,58,6,36,2,29,5,16,1,0,4,0,11,240,2,0,1,1,29,27,0,2,0,176,7,3,81,6,20,59,7,1,4,0,2,26,23,10,2,8,1,9,3,1,2,5,5,4,1,0,1,688
2021,"Bexley 014","E02000078",7932,7022,6654,41,327,299,22,2,30,24,7,27,56,58,73,28,6,22,90,0,82,15,61,6,8,0,0,1,2,5,84,4,2,2,0,12,11,0,0,1,54,0,7,33,6,6,2,14,7,4,1,2,0,20,12,7,5,1,4,3,0,3,2,2,2,0,0,0,714
2021,"Bexley 015","E02000079",8776,7608,6860,97,651,598,25,8,73,53,18,70,95,82,174,53,14,39,116,7,78,5,68,5,31,0,0,21,3,7,246,4,0,0,4,44,33,1,7,3,160,1,14,101,11,17,16,34,10,10,3,11,4,33,11,4,7,0,12,10,7,3,12,12,7,5,0,0,761
2021,"Bexley 016","E02000080",10061,8892,8113,79,700,655,25,17,72,26,21,66,74,154,200,45,10,35,95,2,77,13,58,6,16,4,0,3,4,5,310,4,0,0,4,56,48,0,3,5,205,0,6,115,6,9,69,39,24,8,0,7,6,30,17,7,10,1,7,5,5,0,7,7,6,1,0,0,727
2021,"Bexley 017","E02000081",8305,7236,6717,78,441,404,23,21,63,12,10,40,52,87,96,37,6,31,78,2,58,8,44,6,18,0,0,11,1,6,149,1,0,0,1,31,28,0,2,1,97,0,2,74,1,5,15,19,10,4,1,4,1,22,10,2,8,0,11,1,1,0,4,4,3,1,0,0,816
2021,"Bexley 018","E02000082",9333,8494,7975,75,444,418,35,18,54,21,25,42,50,94,79,26,8,18,58,3,45,15,26,4,10,0,0,8,2,0,162,4,0,0,4,28,27,0,1,0,109,1,16,44,3,21,24,11,1,6,0,4,10,31,11,6,5,1,11,8,5,3,7,7,4,3,0,0,581
2021,"Bexley 019","E02000083",11270,9648,8853,75,720,665,14,40,49,45,27,90,104,137,159,55,15,40,135,8,106,11,86,9,21,3,0,6,5,7,156,2,0,1,1,20,12,3,2,3,112,2,12,46,10,29,13,17,4,3,1,9,5,53,20,3,17,0,27,6,4,2,6,5,4,1,1,0,1272
2021,"Bexley 020","E02000084",11114,10131,9639,95,397,348,22,4,42,13,24,17,51,57,118,49,12,37,45,0,37,1,35,1,8,0,0,4,2,2,220,3,3,0,0,43,30,1,9,3,145,0,2,106,8,14,15,23,8,5,4,6,6,22,12,4,8,1,5,4,3,1,13,13,10,3,0,0,683
2021,"Bexley 021","E02000085",7967,7183,6763,56,364,327,38,5,23,37,7,29,40,63,85,37,8,29,32,2,26,3,23,0,4,0,0,1,1,2,111,5,2,2,1,14,11,0,1,2,73,2,4,33,9,17,8,17,5,2,5,5,2,24,12,3,9,3,3,6,0,6,6,6,4,2,0,0,611
2021,"Bexley 022","E02000086",7178,6649,6368,67,214,197,8,6,18,18,12,15,28,42,50,17,2,15,13,0,12,0,11,1,1,0,0,0,0,1,51,2,1,0,1,7,3,0,4,0,33,5,4,19,1,4,0,9,2,0,5,2,0,7,1,1,0,0,5,1,0,1,8,8,6,2,0,0,450
2021,"Bexley 023","E02000087",8205,7590,7247,89,254,235,13,17,24,7,20,22,34,28,70,19,5,14,35,1,14,0,12,2,20,0,0,15,3,2,91,1,0,0,1,14,11,3,0,0,52,3,2,33,6,6,2,19,9,8,0,2,5,40,22,4,18,0,18,0,0,0,6,6,3,3,0,0,443
2021,"Bexley 024","E02000088",7747,7081,6844,60,177,158,20,3,23,6,6,17,31,5,47,19,4,15,21,3,17,2,11,4,1,0,0,1,0,0,85,2,0,0,2,12,10,0,2,0,66,2,2,52,2,3,5,5,3,0,0,2,0,14,9,2,7,0,5,0,0,0,7,7,6,1,0,0,539
2021,"Bexley 025","E02000089",7870,7269,6980,61,228,220,27,7,31,3,11,23,26,40,52,8,2,6,35,2,25,2,22,1,8,0,0,5,0,3,52,0,0,0,0,12,7,1,4,0,28,0,3,13,4,4,4,12,9,0,1,2,0,23,13,4,9,0,8,2,1,1,3,3,3,0,0,0,488
2021,"Bexley 026","E02000090",9642,8657,8065,83,509,465,20,12,69,31,25,25,85,90,108,44,10,34,50,3,37,6,28,3,10,0,0,5,4,1,137,3,1,2,0,25,22,0,2,1,83,0,13,58,6,6,0,22,3,9,3,7,4,46,17,4,13,1,20,8,5,3,8,8,5,3,0,0,744
2021,"Bexley 027","E02000091",10166,9075,8553,97,425,383,42,11,29,30,25,35,52,61,98,42,18,24,86,1,55,8,43,4,30,3,1,6,5,15,128,0,0,0,0,36,24,1,11,0,63,3,8,39,1,8,4,25,7,11,3,4,4,41,9,2,7,1,21,10,5,5,4,4,3,1,0,0,832
2021,"Bexley 028","E02000092",6756,5744,5395,47,302,286,12,3,37,16,8,53,42,41,74,16,9,7,85,0,61,6,48,7,24,3,0,6,11,4,55,2,0,0,2,7,6,0,1,0,28,3,1,14,2,7,1,13,2,7,0,4,5,21,13,2,11,0,5,3,2,1,6,6,3,3,0,0,845
2021,"Bexley 029","E02006785",6623,5716,5165,47,504,459,16,14,28,21,21,66,55,116,122,45,5,40,75,3,59,10,45,4,13,0,0,1,4,8,206,2,0,2,0,39,27,2,5,5,156,3,10,62,7,12,62,8,4,1,0,3,1,28,15,2,13,0,7,6,5,1,8,4,2,2,4,0,590
2021,"Brent 001","E02000093",11876,10620,7672,202,2746,2700,74,34,77,83,41,10,147,1968,266,46,2,44,100,13,61,37,16,8,26,7,0,3,1,15,604,19,5,5,9,32,21,5,5,1,475,18,3,306,56,70,22,78,21,40,1,16,0,75,21,6,15,0,32,22,16,6,9,9,6,3,0,0,468
2021,"Brent 002","E02000094",10461,9316,6848,310,2158,2098,46,52,128,92,58,42,179,1129,372,60,9,51,140,57,64,20,37,7,19,2,0,4,4,9,550,35,10,10,15,110,78,9,13,10,333,39,1,177,55,56,5,70,24,18,7,21,2,69,18,8,10,2,31,18,14,4,10,9,4,5,1,0,376
2021,"Brent 003","E02000095",10463,9339,6673,165,2501,2432,31,28,76,191,60,9,164,1570,303,69,19,50,63,15,29,10,17,2,19,9,0,2,0,8,620,12,1,4,7,16,4,3,9,0,556,41,5,427,35,38,10,36,8,16,4,8,0,57,16,3,13,0,24,17,14,3,6,6,3,3,0,0,378
2021,"Brent 004","E02000096",7633,6913,5657,128,1128,1114,19,16,42,44,15,25,60,723,170,14,2,12,23,7,10,9,1,0,6,4,0,1,0,1,415,11,0,3,8,15,4,4,5,2,360,19,0,293,12,28,8,29,10,11,3,5,0,33,10,1,9,2,14,7,5,2,13,10,6,4,3,1,235
2021,"Brent 005","E02000097",9532,8565,5870,374,2321,2241,36,33,108,137,53,31,244,1311,288,80,5,75,78,15,41,11,21,9,22,7,0,1,1,13,428,45,15,14,16,13,8,0,4,1,322,31,11,169,43,58,10,48,20,9,2,17,0,91,14,7,7,0,42,35,28,7,3,2,2,0,1,0,367
2021,"Brent 006","E02000098",8742,7777,5929,134,1714,1682,132,50,92,82,51,24,139,836,276,32,1,31,61,15,24,4,12,8,22,10,0,1,0,11,405,47,10,11,26,34,8,2,19,5,300,16,3,203,40,17,21,24,10,8,3,3,0,96,29,5,24,1,39,27,16,11,5,5,2,3,0,0,398
2021,"Brent 007","E02000099",9564,8440,5681,74,2685,2633,52,33,93,146,44,31,214,1604,416,52,2,50,53,14,20,9,5,6,19,4,1,5,3,6,581,46,3,9,34,23,13,2,8,0,465,23,5,337,32,56,12,44,18,17,4,5,3,71,7,2,5,2,44,18,10,8,12,12,9,3,0,0,407
2021,"Brent 008","E02000100",8326,7182,5963,200,1019,973,39,31,55,59,33,16,132,429,179,46,1,45,59,17,24,8,13,3,18,8,0,3,1,6,758,23,5,9,9,107,72,11,19,5,496,9,3,419,16,39,10,132,16,89,17,10,0,72,21,6,15,3,33,15,9,6,4,3,3,0,1,0,251
2021,"Brent 009","E02000101",9933,8664,6523,225,1916,1862,111,26,136,162,113,32,222,649,411,54,11,43,132,37,69,31,18,20,26,3,2,2,1,18,559,55,27,9,19,12,3,0,8,1,455,19,4,319,51,26,36,37,5,29,2,1,0,110,10,4,6,0,60,40,29,11,5,5,3,2,0,0,463
2021,"Brent 010","E02000102",8328,7341,5479,227,1635,1551,34,15,130,127,67,41,289,566,282,84,6,78,82,27,39,19,14,6,16,2,1,3,1,9,277,71,8,2,61,9,8,0,1,0,156,36,1,56,44,15,4,39,8,27,0,4,2,105,14,2,12,0,72,19,16,3,2,2,2,0,0,0,521
2021,"Brent 011","E02000103",9975,8679,6640,428,1611,1542,70,45,221,152,140,41,298,230,345,69,2,67,165,48,89,28,51,10,28,2,3,1,4,18,394,121,13,34,74,20,7,2,11,0,152,24,2,66,44,11,5,98,14,66,2,16,3,179,28,12,16,1,106,44,35,9,9,9,6,3,0,0,549
2021,"Brent 012","E02000104",7505,6565,4943,154,1468,1416,29,23,75,205,29,37,129,628,261,52,4,48,74,27,27,15,10,2,20,2,5,4,0,9,473,33,3,8,22,27,15,2,10,0,386,9,1,283,29,35,29,27,7,12,3,5,0,81,11,2,9,7,38,25,17,8,7,7,4,3,0,0,305
2021,"Brent 013","E02000105",9845,8079,5982,146,1951,1909,35,29,108,364,45,33,321,652,322,42,3,39,101,22,54,15,21,18,25,2,3,2,11,7,1189,39,4,3,32,18,7,3,6,2,1080,47,2,772,71,91,97,52,22,19,2,9,0,114,15,11,4,2,62,35,26,9,6,6,3,3,0,0,356
2021,"Brent 014","E02000106",10354,8853,6150,252,2451,2387,56,13,293,246,155,30,470,711,413,64,3,61,174,49,103,43,45,15,22,2,10,0,0,10,391,74,5,2,67,8,4,0,4,0,214,14,4,78,91,20,7,95,19,69,0,7,0,269,13,4,9,2,189,65,52,13,10,8,5,3,2,0,657
2021,"Brent 015","E02000107",10942,9469,6657,356,2456,2336,145,51,516,224,243,46,313,273,525,120,14,106,125,54,37,5,21,11,34,1,2,10,1,20,564,57,4,4,49,51,27,1,10,13,212,3,10,135,44,17,3,239,17,203,6,13,5,224,49,12,37,15,132,28,21,7,40,40,31,9,0,0,520
2021,"Brent 016","E02000108",7260,6150,4694,162,1294,1246,44,15,68,238,49,26,280,369,157,48,2,46,48,13,18,9,6,3,17,3,0,2,2,10,679,12,4,0,8,11,3,2,4,2,633,10,7,431,30,88,67,23,5,15,2,1,0,115,10,3,7,0,87,18,13,5,3,3,2,1,0,0,265
2021,"Brent 018","E02000110",8173,7339,5499,339,1501,1425,120,37,354,112,133,29,160,165,315,76,9,67,77,26,30,14,10,6,21,1,1,14,0,5,206,39,11,5,23,21,6,0,10,5,82,10,5,45,18,2,2,64,20,34,4,6,0,158,36,5,31,3,89,30,24,6,35,35,24,11,0,0,358
2021,"Brent 019","E02000111",11286,8994,6027,93,2874,2838,43,18,86,1771,75,11,196,348,290,36,0,36,81,27,38,24,10,4,16,2,0,0,1,13,1654,20,7,0,13,11,3,1,5,2,1596,16,5,1331,60,81,103,27,6,17,2,2,0,87,15,6,9,0,38,34,20,14,2,2,1,1,0,0,468
2021,"Brent 020","E02000112",11746,9414,5758,117,3539,3482,54,37,129,1896,82,30,257,646,351,57,5,52,103,23,37,11,18,8,43,7,3,4,3,26,1711,35,5,7,23,54,33,6,5,10,1586,16,11,1365,78,53,63,36,4,24,1,7,0,139,15,7,8,7,80,37,27,10,14,14,8,6,0,0,365
2021,"Brent 021","E02000113",9629,8479,7268,165,1046,1019,28,77,79,214,64,18,173,154,212,27,1,26,191,58,106,49,35,22,27,5,8,0,4,10,226,40,5,19,16,6,3,0,3,0,141,19,1,87,14,18,2,39,9,28,1,1,0,164,16,9,7,0,62,86,66,20,1,1,1,0,0,0,568
2021,"Brent 022","E02000114",9001,7727,5209,232,2286,2187,138,82,568,397,198,38,201,171,394,99,19,80,111,44,51,18,24,9,16,1,3,2,0,10,460,100,15,16,69,40,11,4,13,12,209,3,9,158,26,10,3,108,10,82,3,13,3,298,64,15,49,10,193,31,20,11,32,31,20,11,1,0,373
2021,"Brent 023","E02000115",8625,7560,5625,229,1706,1544,184,58,355,132,163,25,102,127,398,162,33,129,128,67,39,4,32,3,22,4,3,5,1,9,328,92,16,5,71,52,25,2,18,7,123,9,3,78,19,8,6,60,13,35,1,11,1,188,68,18,50,9,65,46,25,21,70,68,44,24,2,0,351
2021,"Brent 024","E02000116",8549,7110,5092,261,1757,1703,53,34,394,373,197,17,219,156,260,54,7,47,105,40,44,18,18,8,21,2,0,2,2,15,506,110,9,4,97,21,4,4,8,5,220,21,4,133,33,16,13,153,4,137,0,12,2,274,12,5,7,4,195,63,41,22,20,20,13,7,0,0,534
2021,"Brent 025","E02000117",12732,11010,8682,263,2065,2017,75,16,287,363,200,14,295,306,461,48,6,42,249,81,123,64,42,17,45,6,11,0,2,26,386,48,5,4,39,32,13,3,8,8,175,12,6,85,52,14,6,131,10,88,1,32,0,346,25,10,15,1,196,124,95,29,10,8,2,6,2,0,731
2021,"Brent 026","E02000118",11295,9292,6089,82,3121,3084,40,23,54,2054,45,20,257,284,307,37,4,33,91,22,44,16,14,14,25,1,2,6,6,10,1362,26,0,7,19,18,9,1,4,4,1291,6,3,1080,23,63,116,27,4,18,0,5,0,64,3,1,2,1,27,33,25,8,3,3,2,1,0,1,482
2021,"Brent 027","E02000119",10630,9231,7674,123,1434,1351,79,12,163,214,112,35,265,115,356,83,14,69,225,57,123,65,39,19,45,4,9,1,15,16,329,101,27,18,56,43,22,7,12,2,145,14,2,59,43,14,13,39,1,27,3,8,1,238,18,8,10,0,119,101,76,25,16,14,8,6,2,0,591
2021,"Brent 028","E02000120",9023,7897,5825,283,1789,1703,241,64,341,117,224,28,107,119,462,86,10,76,138,66,44,7,28,9,28,3,1,8,3,13,305,46,2,1,43,41,15,4,12,10,106,3,10,69,16,7,1,110,16,82,1,11,2,244,133,28,105,7,79,25,13,12,97,97,71,26,0,0,342
2021,"Brent 029","E02000121",12243,9985,6829,66,3090,3032,54,28,89,1922,78,20,337,208,296,58,8,50,81,24,34,18,15,1,23,6,2,5,2,8,1671,84,2,16,66,64,46,4,8,6,1457,3,0,1252,43,70,89,64,31,26,3,4,2,79,10,5,5,4,38,27,21,6,8,8,6,2,0,0,419
2021,"Brent 030","E02000122",8181,7464,6091,228,1145,1092,86,48,294,77,159,21,96,81,230,53,5,48,77,29,31,7,21,3,17,1,0,6,1,9,212,65,23,7,35,28,15,0,7,6,47,3,2,28,9,5,0,70,14,27,6,23,2,176,80,14,66,4,80,12,9,3,47,47,34,13,0,0,205
2021,"Brent 031","E02000123",13582,11723,8687,343,2693,2631,85,48,487,529,263,30,359,295,535,62,7,55,199,59,101,44,43,14,39,4,12,9,0,14,396,30,11,3,16,31,11,3,10,7,149,9,2,73,36,20,9,183,5,162,1,15,3,504,41,7,34,4,353,106,89,17,32,31,20,11,1,1,727
2021,"Brent 032","E02000124",9963,8946,7074,247,1625,1558,222,89,324,159,251,14,95,76,328,67,21,46,88,34,31,10,13,8,23,3,0,11,2,7,227,32,5,2,25,32,8,1,14,9,69,6,4,32,9,14,4,94,14,61,9,10,0,284,141,25,116,4,105,34,24,10,113,113,73,40,0,0,305
2021,"Brent 033","E02000125",9936,9000,7353,233,1414,1369,138,56,315,221,174,18,112,80,255,45,12,33,68,19,29,13,12,4,20,5,0,9,2,4,176,42,3,2,37,13,1,2,8,2,67,1,2,41,16,4,3,54,11,39,2,2,0,274,100,30,70,9,126,39,29,10,79,77,56,21,2,0,339
2021,"Brent 034","E02000126",8195,7337,6065,167,1105,1028,99,39,154,163,107,16,61,71,318,77,12,65,120,45,44,14,22,8,31,2,4,10,0,15,277,43,19,6,18,49,26,2,11,10,69,7,0,42,13,7,0,114,22,81,6,5,2,126,46,14,32,4,41,35,32,3,20,20,14,6,0,0,315
2021,"Brent 035","E02006955",7504,5659,3846,78,1735,1605,125,36,190,354,108,28,135,270,359,130,26,104,170,58,63,17,35,11,49,6,2,19,5,17,1197,67,17,10,40,219,172,28,2,17,868,4,7,806,23,8,20,37,7,8,6,16,6,201,50,6,44,5,115,31,28,3,31,30,19,11,1,0,246
2021,"Brent 036","E02006956",8829,7381,5250,121,2010,1940,46,30,91,591,52,29,223,526,352,70,11,59,124,39,58,21,36,1,27,5,2,6,4,10,899,30,7,3,20,133,109,11,4,9,677,5,3,580,55,14,20,52,9,20,2,21,7,137,25,6,19,2,75,35,24,11,19,19,19,0,0,0,269
2021,"Bromley 001","E02000127",9330,7907,6885,70,952,876,38,7,93,37,45,140,119,164,233,76,14,62,132,4,100,13,72,15,28,3,0,15,6,4,100,4,2,0,2,27,20,3,2,2,48,1,3,24,7,9,4,21,6,7,2,6,0,86,26,4,22,2,39,19,13,6,16,16,11,5,0,0,1089
2021,"Bromley 002","E02000128",7793,7129,6608,52,469,420,41,20,41,27,20,52,55,54,110,49,18,31,57,7,19,1,17,1,31,0,0,24,5,2,80,4,4,0,0,21,7,3,10,1,37,2,3,27,1,1,3,17,12,2,1,2,1,38,18,11,7,2,16,2,2,0,22,22,12,10,0,0,467
2021,"Bromley 004","E02000130",8428,7586,6721,143,722,670,46,32,83,56,79,27,98,86,163,52,12,40,94,11,58,10,39,9,25,2,0,4,9,10,81,10,3,0,7,19,4,1,11,3,35,2,2,16,10,3,2,16,2,9,2,3,1,111,29,10,19,1,46,35,21,14,33,33,24,9,0,0,523
2021,"Bromley 005","E02000131",10483,9215,7723,152,1340,1277,96,61,196,157,145,50,149,105,318,63,17,46,258,22,180,36,106,38,56,5,0,23,7,21,111,6,2,1,3,33,10,0,21,2,51,0,6,20,16,7,2,21,4,4,3,10,0,235,71,19,52,7,88,69,58,11,43,43,22,21,0,0,621
2021,"Bromley 006","E02000132",9829,8675,7433,156,1086,977,67,38,147,99,70,48,132,138,238,109,32,77,145,15,69,12,52,5,61,2,0,22,20,17,245,14,6,0,8,72,26,16,26,4,118,2,2,94,6,13,1,40,12,22,2,4,1,154,49,13,36,7,63,35,23,12,46,46,30,16,0,0,564
2021,"Bromley 007","E02000133",10746,10076,9531,138,407,367,27,30,49,16,19,28,38,16,144,40,8,32,51,5,25,8,13,4,21,1,0,12,4,4,160,11,4,0,7,39,33,0,5,1,74,1,1,67,2,3,0,33,18,4,7,4,3,53,34,9,25,1,16,2,2,0,35,35,19,16,0,0,371
2021,"Bromley 008","E02000134",11752,10364,8906,129,1329,1244,97,35,229,71,81,85,188,152,306,85,19,66,124,15,70,7,52,11,39,0,0,14,15,10,326,2,1,0,1,46,21,2,21,2,215,1,20,157,14,22,1,62,9,39,5,9,1,184,50,17,33,6,105,23,23,0,31,31,17,14,0,0,723
2021,"Bromley 009","E02000135",9869,8286,7009,88,1189,1142,94,23,136,150,134,58,171,102,274,47,15,32,208,10,158,25,103,30,40,1,0,11,10,18,144,7,2,1,4,25,7,0,16,2,86,1,8,51,13,9,4,26,7,13,1,5,0,202,37,9,28,1,71,93,79,14,15,14,8,6,1,0,1014
