"date","geography","geography code","Age: Total","Age: Aged 4 years and under","Age: Aged 5 to 9 years","Age: Aged 10 to 14 years","Age: Aged 15 to 19 years","Age: Aged 20 to 24 years","Age: Aged 25 to 29 years","Age: Aged 30 to 34 years","Age: Aged 35 to 39 years","Age: Aged 40 to 44 years","Age: Aged 45 to 49 years","Age: Aged 50 to 54 years","Age: Aged 55 to 59 years","Age: Aged 60 to 64 years","Age: Aged 65 to 69 years","Age: Aged 70 to 74 years","Age: Aged 75 to 79 years","Age: Aged 80 to 84 years","Age: Aged 85 years and over"
2021,"Hounslow 029","E02006792",8995,456,421,389,367,614,887,884,827,753,645,606,515,353,348,308,252,161,209
2021,"Enfield 037","E02006793",9645,651,711,788,791,635,664,739,689,704,656,729,566,431,305,197,140,125,124
2021,"Haringey 037","E02006794",8286,581,674,639,568,566,607,646,669,615,596,563,525,355,198,148,128,128,80
2021,"Harrow 032","E02006795",8268,424,564,562,525,525,536,554,652,683,564,517,535,455,356,282,222,155,157
2021,"Hillingdon 033","E02006796",9695,644,668,555,503,544,652,857,899,843,609,630,552,455,336,312,260,199,177
2021,"Lewisham 039","E02006798",8889,461,467,460,454,826,1082,1098,774,627,568,584,549,335,232,141,106,75,50
2021,"Barking and Dagenham 023","E02006799",12041,924,1072,1063,848,719,726,933,1012,1039,829,764,614,482,327,235,179,130,145
2021,"Redbridge 034","E02006800",14685,1144,1069,1012,937,1017,1175,1277,1390,1136,946,830,720,608,531,361,244,167,121
2021,"Lambeth 036","E02006801",8565,231,245,290,759,1422,1174,810,612,502,455,407,441,364,276,223,152,107,95
2021,"Southwark 034","E02006802",9276,356,398,408,617,1397,1261,1035,754,562,487,566,494,347,216,135,102,83,58
2021,"Sutton 025","E02006836",8720,435,572,586,428,391,421,408,545,668,598,618,619,510,424,515,397,288,297
2021,"Tower Hamlets 032","E02006853",11015,711,533,552,522,1188,1908,1671,1207,885,537,385,315,207,132,96,69,57,40
2021,"Tower Hamlets 033","E02006854",7075,350,236,233,317,719,1329,1133,837,565,387,320,241,172,86,60,44,29,17
2021,"Harrow 033","E02006882",14395,799,789,758,701,910,1053,1111,1128,988,817,902,906,941,822,647,446,370,307
2021,"Hackney 028","E02006918",8398,676,641,635,530,528,753,1009,843,604,470,431,453,314,189,141,82,48,51
2021,"Hackney 029","E02006921",7925,966,692,597,600,637,747,606,507,464,422,390,385,298,199,185,119,66,45
2021,"Redbridge 035","E02006924",13600,785,850,859,911,852,1066,1153,1101,1044,918,843,679,662,583,459,308,253,274
2021,"Redbridge 036","E02006925",14420,681,806,986,1131,1062,1011,909,878,1149,971,1021,839,806,651,549,389,298,283
2021,"Greenwich 034","E02006927",12368,831,754,751,547,731,1054,1212,1166,1024,762,774,640,525,393,420,331,222,231
2021,"Greenwich 035","E02006928",12094,683,566,490,861,1291,1792,1904,1339,889,565,515,432,263,169,146,82,59,48
2021,"Greenwich 037","E02006930",9844,695,555,395,355,725,1105,1326,1220,855,645,553,461,240,225,179,129,118,63
2021,"Greenwich 038","E02006931",9459,607,487,420,401,663,1008,1027,834,743,668,623,562,391,255,310,201,124,135
2021,"Southwark 035","E02006941",5314,136,79,72,65,485,1167,948,562,410,315,355,267,156,123,85,50,23,16
2021,"Southwark 036","E02006942",6749,294,275,269,228,651,1251,1063,645,420,402,348,338,185,155,100,57,39,29
2021,"Barnet 042","E02006953",9170,651,468,469,456,860,1270,1390,1025,778,539,403,347,170,117,95,53,37,42
2021,"Barnet 043","E02006954",10114,716,670,565,565,741,976,1238,1020,793,640,565,438,388,252,200,130,113,104
2021,"Brent 035","E02006955",7507,411,348,277,757,1074,1050,1009,736,481,378,350,219,154,81,53,47,43,39
2021,"Brent 036","E02006956",8829,442,468,448,730,1064,801,818,727,544,487,468,418,430,292,210,202,164,116
2021,"Ealing 041","E02006968",8353,432,517,455,322,438,729,730,775,686,658,552,471,385,338,297,264,147,157
2021,"Ealing 042","E02006969",6424,413,266,234,173,376,795,919,781,519,412,355,292,214,228,133,127,88,99
2021,"Ealing 043","E02006970",7342,487,483,598,549,502,492,576,609,674,610,542,355,296,209,152,80,83,45
2021,"Ealing 044","E02006971",8298,462,540,675,593,571,547,614,656,681,625,573,455,406,303,237,159,122,79
2021,"Hounslow 030","E02006972",5414,403,344,327,238,370,451,605,537,454,340,366,275,222,159,123,99,64,37
2021,"Hounslow 031","E02006973",8496,525,530,547,419,427,616,807,915,773,577,592,506,330,303,250,184,111,84
2021,"Croydon 046","E02006987",7372,474,319,211,169,599,1332,1320,943,564,346,291,254,187,92,102,86,33,50
2021,"Croydon 047","E02006988",7160,563,445,363,306,304,638,874,806,603,501,406,349,249,204,162,135,112,140
2021,"Greenwich 039","E02006991",6318,343,185,130,150,455,1175,1157,887,595,356,269,192,121,112,95,49,37,10
2021,"Greenwich 040","E02006992",8226,624,394,329,344,461,1079,1420,1071,637,398,368,314,273,163,128,99,55,69
2021,"Greenwich 041","E02006993",8397,587,487,406,422,700,1388,1423,1011,592,428,311,212,143,105,82,53,29,18
2021,"Greenwich 042","E02006994",7644,605,467,426,402,522,796,937,767,657,501,466,334,267,164,138,102,54,39
2021,"Newham 038","E02006995",8637,441,444,398,448,1168,2053,1404,889,496,344,231,122,100,44,36,9,5,5
2021,"Newham 039","E02006996",8429,469,369,328,557,1042,1586,1197,892,476,355,318,241,208,148,85,67,65,26
2021,"Newham 040","E02006997",6888,345,253,247,269,687,1442,1137,837,498,319,309,213,132,69,66,36,16,13
2021,"Newham 041","E02006998",7084,534,490,491,428,498,717,793,700,565,460,441,327,244,146,93,72,49,36
2021,"Newham 042","E02006999",11244,900,507,414,358,894,1996,2199,1474,810,528,435,333,168,108,52,33,18,17
2021,"Lewisham 040","E02007008",5761,325,253,227,324,503,945,1098,721,412,287,233,166,113,55,45,23,16,15
2021,"Lewisham 041","E02007009",9141,595,451,451,362,532,968,1054,941,723,677,537,584,471,223,216,141,95,120
2021,"Redbridge 037","E02007017",8817,583,723,748,647,567,515,555,755,699,617,526,496,393,286,222,137,144,204
2021,"Redbridge 038","E02007018",7271,624,620,582,432,456,492,591,724,608,479,411,402,275,211,109,96,62,97
2021,"Redbridge 039","E02007019",7165,680,634,485,386,439,601,836,797,688,404,366,222,196,116,101,60,105,49
2021,"Redbridge 040","E02007020",9836,795,769,742,664,715,799,874,787,711,591,576,480,395,330,244,157,99,108
2021,"Wandsworth 038","E02007083",7716,463,269,210,197,717,1479,1294,948,662,457,309,293,159,94,57,51,24,33
2021,"Wandsworth 039","E02007084",9892,488,480,548,461,847,1607,1106,814,667,623,545,529,377,265,196,128,119,92
2021,"Hackney 030","E02007108",5941,259,162,167,158,353,1200,1216,714,461,292,223,234,156,105,87,71,43,40
2021,"Hackney 031","E02007109",7615,391,366,304,285,467,996,1085,740,588,463,443,419,324,240,196,136,98,74
2021,"Hackney 032","E02007110",7334,332,267,317,357,962,1180,1015,600,427,445,369,360,252,154,115,85,44,53
2021,"Hackney 033","E02007111",5952,142,129,178,284,928,1299,1025,526,332,304,231,255,124,79,54,19,21,22
2021,"Tower Hamlets 034","E02007112",5891,268,175,175,221,768,1470,1232,641,300,239,186,82,50,27,35,7,10,5
2021,"Tower Hamlets 035","E02007113",7462,493,416,380,327,702,1323,1217,871,564,404,251,183,122,90,53,32,13,21
2021,"Tower Hamlets 036","E02007114",7563,397,393,357,388,1159,1196,1051,786,531,399,242,215,129,97,69,80,48,26
2021,"Camden 029","E02007115",11587,381,394,360,1697,2038,1194,920,658,587,593,558,568,430,358,323,213,164,151
